Accident_ID,Accident_Date,Time,Day_of_Week,Sunrise_Sunset,City,State,Country,Area_Type,Junction_Type,Light_Condition,Road_Surface_Type,Road_Condition,Weather,Temperature,Visibility,Wind_Speed,Humidity,Vehicle_Type,No_of_Vehicles,Vehicle_Service_Year,Driver_Age_Band,Driver_Gender,Driving_Experience,Injuries,Fatalities,Casualty_Class,Casualty_Severity,Accident_Severity,Accident_Cause,Alcohol_Involved,Emergency_Response_Time
3670,2023-02-11,02:36,Saturday,Day,Bengaluru,MH,India,Rural,Crossroad,Unknown,Asphalt,Dry,Stormy,42.2,3.6,34.1,64,Auto,1,19,46-60,Female,Experienced,2,3,Unknown,Minor,Major,Drunk Driving,Yes,7
3671,2021-04-24,21:16,Saturday,Day,Delhi,KA,India,Rural,Unknown,Street Light,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Car,2,8,26-35,Male,Unknown,1,1,Pedestrian,Serious,Minor,Drunk Driving,No,54
3672,2020-01-22,13:40,Wednesday,Day,Hyderabad,TN,India,Rural,Unknown,Unknown,Concrete,Dry,Foggy,42.2,3.6,34.1,64,Car,1,8,60+,Female,Experienced,1,3,Driver,Fatal,Minor,Weather,No,18
3673,2023-10-04,02:57,Wednesday,Day,Mumbai,MH,India,Urban,None,Unknown,Gravel,Dry,Stormy,42.2,3.6,34.1,64,Car,3,15,Unknown,Female,Intermediate,2,1,Pedestrian,Minor,Minor,Signal Jump,No,35
3674,2021-11-13,12:34,Saturday,Day,Pune,TN,India,Urban,Roundabout,Street Light,Asphalt,Dry,Foggy,42.2,3.6,34.1,64,Auto,4,7,26-35,Female,Unknown,0,0,Pedestrian,Minor,Minor,Unknown,No,34
3675,2022-06-24,10:01,Friday,Day,Chennai,KA,India,Rural,T-Junction,Daylight,Asphalt,Damaged,Rainy,42.2,3.6,34.1,64,Auto,5,6,26-35,Male,Experienced,3,3,Driver,Minor,Minor,Drunk Driving,No,13
3676,2020-11-15,23:46,Sunday,Night,Chennai,DL,India,Rural,T-Junction,Dark,Asphalt,Wet,Unknown,42.2,3.6,34.1,64,Bus,4,16,26-35,Female,Beginner,7,0,Passenger,Minor,Minor,Signal Jump,No,5
3677,2020-05-05,12:50,Tuesday,Day,Hyderabad,DL,India,Rural,Crossroad,Unknown,Gravel,Wet,Unknown,42.2,3.6,34.1,64,Truck,3,8,36-45,Female,Experienced,1,1,Driver,Fatal,Major,Signal Jump,No,42
3678,2020-10-03,21:15,Saturday,Day,Bengaluru,DL,India,Rural,Roundabout,Unknown,Gravel,Wet,Clear,42.2,3.6,34.1,64,Car,5,3,26-35,Female,Beginner,4,2,Pedestrian,Fatal,Minor,Mechanical Failure,Yes,59
3679,2023-05-12,17:06,Friday,Night,Bengaluru,TN,India,Highway,T-Junction,Dark,Concrete,Dry,Rainy,42.2,3.6,34.1,64,Truck,2,10,18-25,Male,Unknown,7,0,Unknown,Minor,Fatal,Drunk Driving,No,51
3680,2020-07-12,12:35,Sunday,Night,Chennai,MH,India,Rural,Crossroad,Daylight,Asphalt,Dry,Rainy,42.2,3.6,34.1,64,Car,1,10,60+,Female,Beginner,3,3,Passenger,Serious,Minor,Weather,No,33
3681,2021-11-26,08:29,Friday,Night,Hyderabad,TN,India,Urban,Roundabout,Dark,Asphalt,Dry,Rainy,42.2,3.6,34.1,64,Car,3,19,36-45,Female,Beginner,5,0,Passenger,Fatal,Minor,Unknown,No,29
3682,2023-08-02,09:40,Wednesday,Night,Chennai,TS,India,Urban,Unknown,Daylight,Gravel,Wet,Unknown,42.2,3.6,34.1,64,Bus,1,2,18-25,Female,Intermediate,4,0,Driver,Serious,Minor,Weather,No,43
3683,2020-02-26,06:14,Wednesday,Day,Bengaluru,MH,India,Urban,Crossroad,Unknown,Asphalt,Damaged,Unknown,42.2,3.6,34.1,64,Bus,2,9,36-45,Male,Intermediate,7,0,Driver,Serious,Major,Mechanical Failure,No,24
3684,2023-08-19,07:18,Saturday,Night,Pune,KA,India,Urban,Roundabout,Unknown,Concrete,Unknown,Unknown,42.2,3.6,34.1,64,Bike,5,1,36-45,Male,Unknown,4,1,Pedestrian,Fatal,Minor,Drunk Driving,No,16
3685,2023-04-01,10:36,Saturday,Night,Mumbai,WB,India,Urban,None,Street Light,Gravel,Wet,Stormy,42.2,3.6,34.1,64,Car,3,10,18-25,Female,Intermediate,4,3,Passenger,Serious,Minor,Signal Jump,No,38
3686,2020-01-19,01:41,Sunday,Night,Bengaluru,DL,India,Rural,T-Junction,Daylight,Asphalt,Wet,Stormy,42.2,3.6,34.1,64,Car,5,18,46-60,Female,Unknown,1,3,Passenger,Fatal,Minor,Drunk Driving,Yes,26
3687,2023-10-25,15:54,Wednesday,Night,Pune,MH,India,Rural,Crossroad,Dark,Gravel,Damaged,Unknown,42.2,3.6,34.1,64,Car,3,1,Unknown,Male,Intermediate,7,1,Driver,Minor,Major,Weather,No,48
3688,2020-09-20,12:39,Sunday,Day,Mumbai,MH,India,Highway,Unknown,Daylight,Gravel,Unknown,Foggy,42.2,3.6,34.1,64,Bus,2,12,Unknown,Male,Beginner,1,3,Driver,Fatal,Major,Weather,Yes,18
3689,2022-03-04,08:42,Friday,Night,Kolkata,DL,India,Highway,Crossroad,Daylight,Concrete,Unknown,Stormy,42.2,3.6,34.1,64,Car,2,5,Unknown,Male,Unknown,6,3,Unknown,Minor,Minor,Unknown,No,32
3690,2020-04-22,10:54,Wednesday,Night,Delhi,KA,India,Highway,T-Junction,Daylight,Gravel,Dry,Stormy,42.2,3.6,34.1,64,Bike,2,11,46-60,Female,Beginner,7,0,Pedestrian,Serious,Minor,Weather,No,11
3691,2023-09-12,15:41,Tuesday,Night,Hyderabad,TN,India,Rural,T-Junction,Daylight,Asphalt,Unknown,Stormy,42.2,3.6,34.1,64,Auto,1,14,26-35,Male,Experienced,4,1,Unknown,Serious,Minor,Unknown,No,10
3692,2021-06-25,23:43,Friday,Night,Pune,TN,India,Highway,Roundabout,Dark,Concrete,Dry,Stormy,42.2,3.6,34.1,64,Bike,4,15,18-25,Female,Unknown,4,1,Pedestrian,Minor,Fatal,Signal Jump,No,40
3693,2021-10-08,05:27,Friday,Day,Delhi,WB,India,Rural,Unknown,Street Light,Gravel,Wet,Clear,42.2,3.6,34.1,64,Auto,5,2,26-35,Male,Unknown,3,1,Unknown,Fatal,Major,Unknown,Yes,36
3694,2021-08-01,11:09,Sunday,Night,Bengaluru,MH,India,Urban,Roundabout,Unknown,Asphalt,Damaged,Stormy,42.2,3.6,34.1,64,Bus,3,4,Unknown,Male,Unknown,1,2,Passenger,Minor,Minor,Weather,No,49
3695,2022-12-24,17:17,Saturday,Night,Kolkata,DL,India,Rural,Unknown,Dark,Gravel,Wet,Foggy,42.2,3.6,34.1,64,Truck,5,19,46-60,Female,Intermediate,4,3,Driver,Serious,Minor,Drunk Driving,No,59
3696,2023-08-08,03:08,Tuesday,Night,Hyderabad,TS,India,Rural,Crossroad,Dark,Gravel,Unknown,Clear,42.2,3.6,34.1,64,Bus,4,13,18-25,Female,Experienced,7,0,Pedestrian,Minor,Minor,Signal Jump,No,30
3697,2020-01-25,06:49,Saturday,Day,Pune,KA,India,Urban,Crossroad,Unknown,Concrete,Wet,Stormy,42.2,3.6,34.1,64,Truck,1,19,18-25,Female,Intermediate,0,0,Passenger,Minor,Fatal,Unknown,Yes,58
3698,2020-01-01,07:42,Wednesday,Night,Kolkata,TN,India,Urban,Roundabout,Street Light,Concrete,Damaged,Rainy,42.2,3.6,34.1,64,Auto,1,13,18-25,Female,Intermediate,5,0,Pedestrian,Minor,Major,Drunk Driving,No,10
3699,2022-06-29,06:40,Wednesday,Night,Bengaluru,KA,India,Urban,None,Dark,Concrete,Damaged,Clear,42.2,3.6,34.1,64,Truck,4,12,26-35,Female,Experienced,7,0,Passenger,Serious,Major,Overspeeding,No,38
3700,2020-05-20,07:02,Wednesday,Day,Hyderabad,KA,India,Highway,T-Junction,Unknown,Concrete,Dry,Stormy,42.2,3.6,34.1,64,Auto,3,2,36-45,Male,Unknown,1,3,Pedestrian,Fatal,Minor,Overspeeding,No,47
3701,2021-10-09,16:01,Saturday,Night,Hyderabad,WB,India,Highway,Roundabout,Street Light,Asphalt,Wet,Foggy,42.2,3.6,34.1,64,Truck,4,5,36-45,Female,Intermediate,1,1,Driver,Fatal,Major,Signal Jump,No,52
3702,2020-07-06,14:45,Monday,Day,Bengaluru,KA,India,Highway,Roundabout,Street Light,Gravel,Damaged,Unknown,42.2,3.6,34.1,64,Auto,1,18,Unknown,Male,Experienced,7,1,Passenger,Serious,Minor,Weather,No,54
3703,2023-02-25,17:47,Saturday,Day,Bengaluru,DL,India,Urban,Crossroad,Daylight,Concrete,Damaged,Stormy,42.2,3.6,34.1,64,Truck,1,19,36-45,Female,Beginner,5,2,Driver,Serious,Major,Weather,Yes,33
3704,2020-07-19,19:21,Sunday,Night,Kolkata,WB,India,Highway,T-Junction,Dark,Asphalt,Damaged,Rainy,42.2,3.6,34.1,64,Auto,5,3,18-25,Female,Unknown,5,0,Driver,Minor,Fatal,Signal Jump,No,10
3705,2023-02-24,03:56,Friday,Night,Kolkata,DL,India,Urban,Roundabout,Street Light,Concrete,Damaged,Foggy,42.2,3.6,34.1,64,Bike,3,4,46-60,Female,Beginner,5,2,Passenger,Fatal,Major,Drunk Driving,No,5
3706,2020-09-13,19:05,Sunday,Day,Pune,WB,India,Urban,Crossroad,Dark,Gravel,Unknown,Clear,42.2,3.6,34.1,64,Car,3,18,26-35,Male,Unknown,0,3,Pedestrian,Fatal,Minor,Overspeeding,Yes,12
3707,2021-06-30,05:25,Wednesday,Day,Hyderabad,DL,India,Urban,Crossroad,Unknown,Concrete,Wet,Foggy,42.2,3.6,34.1,64,Bike,1,12,26-35,Male,Unknown,5,2,Pedestrian,Fatal,Major,Unknown,No,12
3708,2020-07-12,10:25,Sunday,Night,Pune,WB,India,Highway,Roundabout,Dark,Gravel,Wet,Stormy,42.2,3.6,34.1,64,Bus,4,3,46-60,Female,Experienced,6,3,Passenger,Serious,Fatal,Unknown,No,30
3709,2021-12-03,16:23,Friday,Day,Kolkata,WB,India,Highway,Roundabout,Street Light,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Truck,1,11,36-45,Male,Experienced,4,2,Passenger,Fatal,Minor,Unknown,No,26
3710,2023-02-01,02:30,Wednesday,Day,Hyderabad,MH,India,Urban,Crossroad,Unknown,Asphalt,Unknown,Foggy,42.2,3.6,34.1,64,Auto,5,14,Unknown,Male,Beginner,2,3,Unknown,Minor,Major,Weather,No,49
3711,2023-07-12,12:53,Wednesday,Night,Pune,DL,India,Highway,Roundabout,Unknown,Concrete,Unknown,Foggy,42.2,3.6,34.1,64,Bike,4,3,60+,Male,Beginner,1,3,Driver,Fatal,Major,Unknown,No,20
3712,2022-03-12,02:15,Saturday,Day,Bengaluru,MH,India,Rural,T-Junction,Daylight,Concrete,Damaged,Unknown,42.2,3.6,34.1,64,Bike,1,5,46-60,Female,Intermediate,5,2,Passenger,Fatal,Minor,Weather,No,14
3713,2022-07-30,14:42,Saturday,Day,Bengaluru,WB,India,Highway,Crossroad,Unknown,Gravel,Unknown,Unknown,42.2,3.6,34.1,64,Auto,3,7,36-45,Female,Intermediate,4,1,Passenger,Minor,Minor,Unknown,No,21
3714,2023-11-08,17:46,Wednesday,Day,Chennai,TN,India,Urban,Crossroad,Street Light,Concrete,Dry,Stormy,42.2,3.6,34.1,64,Truck,5,17,18-25,Male,Unknown,5,2,Passenger,Minor,Minor,Overspeeding,No,49
3715,2023-07-07,04:47,Friday,Day,Kolkata,WB,India,Urban,Roundabout,Daylight,Gravel,Unknown,Clear,42.2,3.6,34.1,64,Bus,1,19,46-60,Female,Beginner,0,1,Driver,Serious,Minor,Unknown,No,12
3716,2021-02-17,15:48,Wednesday,Day,Pune,TN,India,Urban,Roundabout,Street Light,Asphalt,Damaged,Clear,42.2,3.6,34.1,64,Bus,1,3,36-45,Male,Intermediate,7,1,Driver,Serious,Minor,Signal Jump,No,54
3717,2023-10-13,08:26,Friday,Day,Chennai,TN,India,Rural,Roundabout,Street Light,Concrete,Wet,Rainy,42.2,3.6,34.1,64,Bus,2,1,26-35,Female,Experienced,0,2,Driver,Minor,Fatal,Signal Jump,No,24
3718,2023-01-03,22:34,Tuesday,Night,Chennai,TN,India,Urban,T-Junction,Daylight,Gravel,Unknown,Stormy,42.2,3.6,34.1,64,Auto,4,8,60+,Male,Experienced,1,0,Driver,Fatal,Fatal,Signal Jump,No,53
3719,2023-10-10,19:44,Tuesday,Day,Delhi,TN,India,Urban,Crossroad,Daylight,Concrete,Wet,Clear,42.2,3.6,34.1,64,Bike,2,5,60+,Female,Beginner,0,1,Unknown,Fatal,Minor,Weather,No,5
3720,2022-06-28,21:34,Tuesday,Night,Hyderabad,DL,India,Highway,None,Dark,Concrete,Wet,Foggy,42.2,3.6,34.1,64,Bus,3,3,60+,Female,Experienced,0,0,Unknown,Minor,Minor,Drunk Driving,No,57
3721,2020-07-06,06:37,Monday,Night,Mumbai,TS,India,Rural,T-Junction,Street Light,Asphalt,Dry,Stormy,42.2,3.6,34.1,64,Bike,4,17,36-45,Male,Intermediate,4,3,Passenger,Serious,Minor,Mechanical Failure,No,48
3722,2023-08-06,08:11,Sunday,Night,Delhi,DL,India,Highway,T-Junction,Dark,Gravel,Dry,Foggy,42.2,3.6,34.1,64,Bus,5,13,36-45,Male,Intermediate,5,3,Driver,Minor,Major,Signal Jump,No,35
3723,2020-02-14,14:20,Friday,Night,Kolkata,TS,India,Urban,Crossroad,Unknown,Asphalt,Unknown,Rainy,42.2,3.6,34.1,64,Bus,4,13,18-25,Female,Beginner,0,3,Passenger,Fatal,Minor,Mechanical Failure,No,26
3724,2020-03-23,19:34,Monday,Night,Hyderabad,DL,India,Urban,None,Unknown,Asphalt,Wet,Stormy,42.2,3.6,34.1,64,Truck,1,4,60+,Female,Intermediate,2,1,Driver,Fatal,Major,Drunk Driving,Yes,47
3725,2023-02-20,09:32,Monday,Night,Mumbai,TN,India,Rural,Crossroad,Dark,Asphalt,Damaged,Rainy,42.2,3.6,34.1,64,Auto,1,18,26-35,Female,Beginner,7,1,Passenger,Serious,Minor,Weather,No,29
3726,2020-12-23,18:18,Wednesday,Night,Chennai,KA,India,Urban,T-Junction,Daylight,Gravel,Wet,Unknown,42.2,3.6,34.1,64,Truck,1,6,Unknown,Female,Intermediate,7,3,Pedestrian,Serious,Minor,Mechanical Failure,No,55
3727,2022-12-25,22:22,Sunday,Night,Mumbai,WB,India,Rural,Roundabout,Unknown,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Bike,4,2,60+,Male,Intermediate,7,2,Driver,Serious,Major,Unknown,No,16
3728,2022-07-24,12:43,Sunday,Day,Bengaluru,TS,India,Highway,Crossroad,Daylight,Concrete,Dry,Unknown,42.2,3.6,34.1,64,Bike,1,15,46-60,Male,Intermediate,4,2,Passenger,Minor,Minor,Unknown,No,33
3729,2021-01-09,00:50,Saturday,Night,Kolkata,KA,India,Rural,Crossroad,Dark,Gravel,Dry,Stormy,42.2,3.6,34.1,64,Auto,1,2,46-60,Male,Beginner,4,3,Passenger,Serious,Minor,Signal Jump,Yes,6
3730,2020-06-10,23:15,Wednesday,Night,Bengaluru,TN,India,Highway,Roundabout,Daylight,Asphalt,Dry,Foggy,42.2,3.6,34.1,64,Bus,2,16,26-35,Female,Beginner,7,0,Driver,Minor,Major,Mechanical Failure,Yes,18
3731,2023-11-04,22:22,Saturday,Night,Pune,TS,India,Urban,None,Street Light,Gravel,Dry,Foggy,42.2,3.6,34.1,64,Auto,1,11,36-45,Female,Intermediate,7,3,Driver,Minor,Minor,Overspeeding,No,54
3732,2023-10-13,14:15,Friday,Day,Hyderabad,KA,India,Highway,None,Unknown,Concrete,Unknown,Foggy,42.2,3.6,34.1,64,Bus,2,17,Unknown,Male,Intermediate,1,1,Unknown,Minor,Fatal,Drunk Driving,No,28
3733,2023-04-26,10:55,Wednesday,Night,Delhi,DL,India,Highway,Crossroad,Daylight,Asphalt,Unknown,Rainy,42.2,3.6,34.1,64,Car,3,1,60+,Female,Intermediate,4,0,Passenger,Serious,Minor,Overspeeding,No,29
3734,2020-11-17,05:10,Tuesday,Day,Kolkata,TN,India,Highway,Roundabout,Daylight,Concrete,Wet,Stormy,42.2,3.6,34.1,64,Car,4,13,Unknown,Male,Experienced,1,2,Pedestrian,Minor,Fatal,Unknown,No,51
3735,2021-03-25,02:14,Thursday,Night,Chennai,DL,India,Rural,Crossroad,Street Light,Gravel,Unknown,Stormy,42.2,3.6,34.1,64,Auto,2,8,46-60,Female,Unknown,0,2,Unknown,Serious,Fatal,Drunk Driving,No,28
3736,2024-02-06,00:06,Tuesday,Night,Kolkata,DL,India,Highway,Roundabout,Daylight,Concrete,Damaged,Unknown,42.2,3.6,34.1,64,Car,4,3,26-35,Female,Unknown,3,0,Driver,Minor,Minor,Unknown,No,16
3737,2022-11-02,00:48,Wednesday,Day,Hyderabad,TN,India,Rural,T-Junction,Dark,Concrete,Wet,Stormy,42.2,3.6,34.1,64,Car,4,14,18-25,Female,Experienced,2,0,Pedestrian,Minor,Major,Drunk Driving,No,7
3738,2020-07-02,08:28,Thursday,Night,Chennai,TS,India,Rural,Roundabout,Dark,Gravel,Wet,Foggy,42.2,3.6,34.1,64,Bike,5,14,46-60,Male,Unknown,5,1,Passenger,Serious,Minor,Weather,No,19
3739,2020-04-20,22:44,Monday,Day,Bengaluru,WB,India,Rural,Crossroad,Dark,Concrete,Damaged,Stormy,42.2,3.6,34.1,64,Bus,2,14,46-60,Male,Unknown,2,3,Unknown,Minor,Major,Drunk Driving,No,49
3740,2021-05-22,10:28,Saturday,Day,Kolkata,MH,India,Urban,Unknown,Unknown,Gravel,Wet,Unknown,42.2,3.6,34.1,64,Car,1,19,60+,Male,Unknown,0,0,Unknown,Fatal,Minor,Drunk Driving,Yes,14
3741,2023-08-06,19:37,Sunday,Night,Delhi,MH,India,Urban,None,Daylight,Asphalt,Damaged,Stormy,42.2,3.6,34.1,64,Truck,5,11,36-45,Female,Intermediate,6,0,Passenger,Minor,Fatal,Signal Jump,No,14
3742,2020-10-21,00:06,Wednesday,Night,Delhi,WB,India,Urban,Crossroad,Unknown,Concrete,Dry,Stormy,42.2,3.6,34.1,64,Bike,2,12,46-60,Male,Experienced,3,2,Pedestrian,Serious,Major,Overspeeding,No,44
3743,2024-01-14,11:30,Sunday,Day,Bengaluru,TN,India,Rural,Roundabout,Unknown,Asphalt,Dry,Foggy,42.2,3.6,34.1,64,Bus,2,1,46-60,Female,Intermediate,4,2,Driver,Fatal,Major,Mechanical Failure,No,46
3744,2022-06-22,21:19,Wednesday,Day,Mumbai,MH,India,Urban,Roundabout,Daylight,Gravel,Dry,Stormy,42.2,3.6,34.1,64,Bike,3,1,60+,Female,Unknown,3,3,Unknown,Serious,Major,Weather,Yes,31
3745,2023-05-23,22:50,Tuesday,Night,Delhi,WB,India,Highway,None,Daylight,Gravel,Damaged,Rainy,42.2,3.6,34.1,64,Truck,1,14,36-45,Male,Experienced,4,0,Passenger,Minor,Minor,Drunk Driving,No,10
3746,2022-08-31,16:35,Wednesday,Night,Mumbai,KA,India,Rural,Crossroad,Dark,Concrete,Unknown,Unknown,42.2,3.6,34.1,64,Bus,3,18,Unknown,Unknown,Experienced,4,2,Driver,Serious,Minor,Signal Jump,No,42
3747,2021-09-23,02:00,Thursday,Night,Chennai,WB,India,Urban,Unknown,Unknown,Concrete,Unknown,Unknown,42.2,3.6,34.1,64,Auto,4,2,18-25,Female,Intermediate,4,3,Driver,Minor,Minor,Drunk Driving,Yes,34
3748,2022-11-16,17:26,Wednesday,Day,Delhi,TS,India,Rural,T-Junction,Unknown,Gravel,Wet,Unknown,42.2,3.6,34.1,64,Auto,1,4,Unknown,Female,Beginner,3,2,Pedestrian,Fatal,Minor,Weather,No,13
3749,2022-01-02,20:46,Sunday,Night,Pune,WB,India,Urban,Unknown,Daylight,Gravel,Dry,Stormy,42.2,3.6,34.1,64,Bike,3,18,18-25,Male,Experienced,0,2,Passenger,Serious,Minor,Overspeeding,Yes,44
3750,2023-06-08,07:32,Thursday,Day,Bengaluru,DL,India,Highway,T-Junction,Unknown,Asphalt,Dry,Rainy,42.2,3.6,34.1,64,Auto,3,4,18-25,Male,Beginner,4,2,Driver,Fatal,Major,Unknown,No,37
3751,2020-11-16,19:13,Monday,Night,Kolkata,DL,India,Rural,T-Junction,Street Light,Asphalt,Wet,Unknown,42.2,3.6,34.1,64,Bus,1,17,18-25,Female,Unknown,5,1,Driver,Fatal,Major,Mechanical Failure,No,27
3752,2022-07-01,03:04,Friday,Day,Mumbai,TN,India,Urban,Crossroad,Daylight,Concrete,Dry,Clear,42.2,3.6,34.1,64,Truck,2,16,36-45,Male,Experienced,7,1,Unknown,Minor,Fatal,Signal Jump,No,58
3753,2023-06-10,22:44,Saturday,Day,Pune,DL,India,Urban,T-Junction,Dark,Concrete,Dry,Foggy,42.2,3.6,34.1,64,Truck,4,16,18-25,Female,Beginner,0,0,Driver,Serious,Major,Weather,No,25
3754,2021-03-12,23:14,Friday,Night,Chennai,KA,India,Highway,Roundabout,Street Light,Concrete,Damaged,Clear,42.2,3.6,34.1,64,Auto,5,9,60+,Male,Beginner,4,3,Passenger,Serious,Major,Weather,Yes,55
3755,2022-02-19,05:32,Saturday,Day,Chennai,WB,India,Highway,T-Junction,Street Light,Concrete,Wet,Clear,42.2,3.6,34.1,64,Car,5,10,60+,Male,Intermediate,0,3,Unknown,Serious,Minor,Drunk Driving,Yes,5
3756,2023-11-27,22:18,Monday,Day,Delhi,KA,India,Urban,T-Junction,Dark,Concrete,Damaged,Unknown,42.2,3.6,34.1,64,Car,5,7,60+,Unknown,Beginner,6,1,Pedestrian,Fatal,Major,Signal Jump,No,44
3757,2022-12-12,12:28,Monday,Day,Delhi,TN,India,Urban,None,Street Light,Concrete,Dry,Clear,42.2,3.6,34.1,64,Car,4,9,18-25,Female,Unknown,6,3,Unknown,Minor,Fatal,Mechanical Failure,Yes,51
3758,2023-08-29,05:14,Tuesday,Day,Pune,DL,India,Rural,None,Street Light,Concrete,Dry,Clear,42.2,3.6,34.1,64,Auto,1,16,60+,Male,Unknown,5,0,Pedestrian,Fatal,Major,Unknown,Yes,16
3759,2023-07-28,15:23,Friday,Day,Hyderabad,MH,India,Rural,Crossroad,Street Light,Concrete,Wet,Rainy,42.2,3.6,34.1,64,Auto,1,17,60+,Female,Experienced,6,3,Passenger,Serious,Minor,Weather,Yes,39
3760,2021-12-26,22:47,Sunday,Night,Hyderabad,WB,India,Urban,Crossroad,Unknown,Asphalt,Dry,Foggy,42.2,3.6,34.1,64,Auto,1,16,26-35,Male,Intermediate,5,3,Pedestrian,Minor,Minor,Mechanical Failure,No,50
3761,2020-01-31,09:53,Friday,Night,Delhi,MH,India,Highway,Roundabout,Street Light,Gravel,Unknown,Stormy,42.2,3.6,34.1,64,Bus,5,16,18-25,Male,Intermediate,0,1,Pedestrian,Minor,Minor,Overspeeding,Yes,27
3762,2020-12-02,08:40,Wednesday,Day,Hyderabad,TS,India,Rural,None,Street Light,Gravel,Damaged,Unknown,42.2,3.6,34.1,64,Car,2,19,60+,Female,Intermediate,7,1,Pedestrian,Minor,Minor,Drunk Driving,No,58
3763,2020-07-01,16:16,Wednesday,Night,Bengaluru,TN,India,Urban,Unknown,Daylight,Concrete,Damaged,Unknown,42.2,3.6,34.1,64,Bike,3,10,Unknown,Female,Unknown,0,3,Pedestrian,Minor,Major,Mechanical Failure,Yes,38
3764,2022-11-12,16:55,Saturday,Day,Pune,TS,India,Highway,Crossroad,Dark,Gravel,Unknown,Clear,42.2,3.6,34.1,64,Bus,5,2,36-45,Female,Beginner,7,3,Pedestrian,Minor,Major,Weather,No,38
3765,2021-06-27,11:44,Sunday,Day,Bengaluru,MH,India,Highway,Crossroad,Unknown,Concrete,Wet,Stormy,42.2,3.6,34.1,64,Bus,4,3,60+,Unknown,Unknown,1,0,Unknown,Serious,Major,Weather,No,31
3766,2024-01-09,11:45,Tuesday,Night,Hyderabad,MH,India,Urban,None,Unknown,Asphalt,Wet,Stormy,42.2,3.6,34.1,64,Auto,1,7,26-35,Male,Unknown,7,0,Driver,Serious,Minor,Weather,No,36
3767,2023-01-02,09:54,Monday,Day,Delhi,MH,India,Urban,None,Dark,Concrete,Dry,Stormy,42.2,3.6,34.1,64,Auto,3,2,36-45,Male,Beginner,5,0,Unknown,Serious,Minor,Weather,Yes,55
3768,2022-10-30,18:28,Sunday,Day,Bengaluru,TS,India,Rural,Roundabout,Unknown,Asphalt,Wet,Unknown,42.2,3.6,34.1,64,Bus,1,13,36-45,Male,Unknown,5,2,Unknown,Serious,Minor,Signal Jump,No,23
3769,2024-01-19,01:35,Friday,Day,Chennai,TN,India,Urban,None,Unknown,Asphalt,Unknown,Unknown,42.2,3.6,34.1,64,Auto,1,4,Unknown,Female,Experienced,3,2,Passenger,Fatal,Major,Unknown,No,22
3770,2021-10-21,18:06,Thursday,Night,Kolkata,WB,India,Rural,T-Junction,Unknown,Asphalt,Wet,Rainy,42.2,3.6,34.1,64,Car,1,15,Unknown,Female,Experienced,4,2,Driver,Minor,Major,Drunk Driving,No,12
3771,2020-06-08,14:46,Monday,Night,Delhi,WB,India,Highway,Unknown,Daylight,Concrete,Dry,Unknown,42.2,3.6,34.1,64,Bus,2,18,Unknown,Male,Experienced,6,3,Driver,Minor,Minor,Signal Jump,Yes,53
3772,2022-11-03,23:37,Thursday,Day,Pune,KA,India,Rural,T-Junction,Daylight,Asphalt,Unknown,Unknown,42.2,3.6,34.1,64,Bus,3,7,46-60,Female,Experienced,4,0,Passenger,Serious,Minor,Unknown,No,39
3773,2023-04-16,02:37,Sunday,Day,Mumbai,KA,India,Urban,T-Junction,Unknown,Concrete,Dry,Rainy,42.2,3.6,34.1,64,Bus,5,18,26-35,Female,Experienced,1,2,Driver,Serious,Fatal,Unknown,No,52
3774,2021-02-15,15:01,Monday,Day,Mumbai,MH,India,Rural,T-Junction,Dark,Asphalt,Damaged,Unknown,42.2,3.6,34.1,64,Auto,2,7,26-35,Male,Intermediate,0,1,Pedestrian,Minor,Minor,Signal Jump,No,53
3775,2022-10-08,06:29,Saturday,Day,Delhi,TN,India,Highway,Crossroad,Dark,Asphalt,Damaged,Clear,42.2,3.6,34.1,64,Bus,4,9,60+,Male,Unknown,0,1,Driver,Fatal,Minor,Drunk Driving,No,40
3776,2020-02-22,10:57,Saturday,Day,Hyderabad,TN,India,Highway,T-Junction,Daylight,Gravel,Wet,Clear,42.2,3.6,34.1,64,Bike,4,12,26-35,Male,Beginner,4,3,Passenger,Fatal,Minor,Unknown,Yes,53
3777,2021-02-11,06:35,Thursday,Night,Bengaluru,DL,India,Urban,Crossroad,Daylight,Concrete,Unknown,Rainy,42.2,3.6,34.1,64,Bike,5,1,36-45,Female,Intermediate,6,1,Unknown,Minor,Major,Weather,No,53
3778,2022-04-26,23:51,Tuesday,Night,Bengaluru,DL,India,Rural,None,Street Light,Gravel,Unknown,Rainy,42.2,3.6,34.1,64,Car,3,2,36-45,Male,Beginner,7,3,Driver,Serious,Major,Overspeeding,No,32
3779,2022-11-11,06:03,Friday,Night,Delhi,TS,India,Urban,Unknown,Daylight,Asphalt,Unknown,Clear,42.2,3.6,34.1,64,Bus,5,18,60+,Female,Unknown,2,1,Pedestrian,Minor,Minor,Signal Jump,No,40
3780,2022-11-19,11:04,Saturday,Night,Chennai,DL,India,Urban,Unknown,Unknown,Gravel,Dry,Stormy,42.2,3.6,34.1,64,Bus,2,14,36-45,Female,Intermediate,4,2,Passenger,Serious,Minor,Mechanical Failure,Yes,42
